id,member_id,term,purpose,loan_status,loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,revol_bal,revol_util,total_acc,acc_open_past_24mths,total_pymnt
61310009,65428766, 36 months,credit_card,Charged Off,12400,12.69,415.96,RENT,27000,Not Verified,15083,54.5,40,5,3267.69
63358667,67700487, 36 months,credit_card,Fully Paid,9000,6.24,274.78,RENT,103000,Source Verified,4888,46.6,15,1,9471.290001
67418275,72170045, 36 months,credit_card,Fully Paid,6000,12.59,200.99,MORTGAGE,68000,Not Verified,5867,53.3,43,4,6467.38
66084329,70779042, 36 months,credit_card,Fully Paid,9975,16.55,353.41,RENT,26280,Verified,4996,43.1,16,8,11309.14
40950961,43826756, 36 months,credit_card,Fully Paid,35000,7.89,1095,RENT,130000,Verified,30819,47.4,35,2,37552.51
36802681,39555397, 36 months,credit_card,Fully Paid,12575,8.67,397.96,MORTGAGE,60292,Not Verified,13478,55.2,37,4,12724.66
40963334,43839250, 36 months,credit_card,Charged Off,20000,9.99,645.25,MORTGAGE,121000,Verified,22059,81.1,32,5,10312.9
39710176,42533907, 36 months,credit_card,Fully Paid,5000,12.39,167.01,OWN,80000,Source Verified,4516,60.2,15,5,5404.07
68584765,73474525, 36 months,credit_card,Fully Paid,15200,9.17,484.56,RENT,136000,Verified,54319,67,35,6,15635.21
50053127,53411839, 36 months,credit_card,Fully Paid,10400,13.33,352.08,RENT,55000,Source Verified,12235,53.7,28,6,11561.71001
46712313,49860030, 36 months,credit_card,Fully Paid,28000,6.92,863.54,MORTGAGE,110000,Source Verified,32983,68,15,2,29705.45
60912782,64954589, 36 months,credit_card,Fully Paid,12000,10.99,392.81,MORTGAGE,80000,Not Verified,16672,81.3,27,1,12515.15
39522118,42345939, 36 months,credit_card,Fully Paid,24000,8.19,754.18,MORTGAGE,97000,Verified,34136,50,31,3,25270.1
40933218,43809127, 36 months,credit_card,Fully Paid,5800,10.99,189.86,MORTGAGE,50000,Not Verified,6351,42,16,5,6154.22
41081304,43957133, 36 months,credit_card,Fully Paid,15000,12.69,503.18,RENT,43000,Not Verified,13560,26.7,8,2,16581.7
59099989,62987745, 36 months,credit_card,Charged Off,26000,17.86,938.14,OWN,65000,Not Verified,17940,51.6,53,6,9355.6
48060608,51300332, 36 months,credit_card,Fully Paid,1600,6.68,49.17,RENT,35000,Not Verified,1518,56.2,27,0,1652.49
67436750,72248495, 36 months,credit_card,Charged Off,6000,13.67,204.11,RENT,32000,Source Verified,5010,29.5,19,8,807.33
59089719,62977452, 36 months,credit_card,Fully Paid,35000,7.26,1084.87,RENT,140000,Source Verified,38241,48.2,36,2,37360.7
46184353,49292069, 36 months,credit_card,Fully Paid,14400,6.92,444.11,OWN,48928.17,Verified,13090,59.5,5,0,14863.58
46447614,49585393, 36 months,credit_card,Fully Paid,12375,9.99,399.25,RENT,27000,Not Verified,7678,49.5,19,3,12887.7
66520683,71246404, 36 months,credit_card,Charged Off,5000,8.38,157.56,MORTGAGE,112000,Verified,42539,58,37,15,776.61
40942793,43818705, 36 months,credit_card,Fully Paid,9600,7.89,300.35,RENT,32000,Not Verified,8024,69.8,13,2,10561.77
40876840,43742567, 36 months,credit_card,Charged Off,9000,10.99,294.61,RENT,82000,Verified,15972,86.3,10,4,1762.16
60636217,64656978, 36 months,credit_card,Fully Paid,30000,7.26,929.89,MORTGAGE,100000,Source Verified,30737,43.5,30,11,31164.44
60783207,64825011, 36 months,credit_card,Fully Paid,30000,10.99,982.02,MORTGAGE,205000,Source Verified,66428,89.3,56,6,31751.15
38557663,41341524, 36 months,credit_card,Charged Off,12000,10.49,389.98,MORTGAGE,36000,Verified,10919,61,29,7,6254.69
46805647,49953492, 36 months,credit_card,Fully Paid,10000,11.53,329.91,MORTGAGE,68000,Not Verified,12734,66,25,6,10930.34
41149806,44025569, 36 months,credit_card,Fully Paid,12000,13.33,406.24,OWN,85000,Source Verified,34758,74.6,18,3,13647.65
54303837,57884568, 36 months,credit_card,Fully Paid,10000,10.99,327.34,RENT,96000,Not Verified,7810,54.6,15,7,10819.36
58872284,62735001, 36 months,credit_card,Fully Paid,25000,7.89,782.15,RENT,120000,Verified,37057,85.4,19,3,26774.77
61442111,65560917, 36 months,credit_card,Charged Off,16000,9.99,516.2,RENT,60000,Not Verified,12768,63.8,7,3,1539.72
41700157,44636872, 36 months,credit_card,Fully Paid,15500,9.17,494.13,MORTGAGE,80000,Source Verified,10804,37.1,24,11,16790.94
46671484,49819207, 36 months,credit_card,Fully Paid,25000,5.93,759.76,MORTGAGE,205000,Source Verified,8985,26.5,17,2,26779.89
44126931,47143706, 36 months,credit_card,Fully Paid,18000,16.99,641.66,MORTGAGE,46000,Verified,18236,62,46,10,21682.85
50203642,53582373, 36 months,credit_card,Fully Paid,20000,9.17,637.58,MORTGAGE,65000,Verified,16544,29.1,24,4,20730.37
63712324,68108041, 36 months,credit_card,Fully Paid,11200,11.49,369.28,OWN,95000,Verified,18145,44.9,33,6,11593.38
61238193,65356907, 36 months,credit_card,Fully Paid,5000,10.99,163.67,OWN,21000,Not Verified,8399,22,16,3,5410.08
60677453,64698225, 36 months,credit_card,Fully Paid,16800,17.86,606.19,RENT,40000,Verified,19406,95.6,11,5,19166.83
59945373,63890089, 36 months,credit_card,Fully Paid,4000,13.33,135.42,RENT,20000,Verified,7212,33.1,11,8,4081.94
43892587,46909310, 36 months,credit_card,Fully Paid,15000,9.17,478.19,MORTGAGE,80000,Not Verified,19054,50.5,32,5,15451.41
48674855,51923590, 36 months,credit_card,Fully Paid,18000,11.53,593.83,MORTGAGE,65000,Not Verified,12091,71.1,27,6,19199.12
57156840,60859656, 36 months,credit_card,Charged Off,11500,12.29,383.56,RENT,24000,Not Verified,11932,56.8,10,3,3060.63
38261428,41045152, 36 months,credit_card,Fully Paid,26500,11.44,873.11,RENT,53000,Verified,16041,36.5,28,4,28821.39
41003633,43879588, 36 months,credit_card,Charged Off,6000,11.53,197.95,OWN,45000,Source Verified,14384,58.7,10,2,2390.16
63844735,68240464, 36 months,credit_card,Fully Paid,8000,7.89,250.29,MORTGAGE,76025.07,Source Verified,28336,51.1,43,6,8115.39
55098400,58669124, 36 months,credit_card,Fully Paid,10000,6.24,305.31,RENT,165000,Verified,65329,79.3,39,8,10551.42
48715671,51964446, 36 months,credit_card,Charged Off,14400,6.68,442.53,RENT,40000,Not Verified,11561,19.3,16,1,5337.08
68577623,73467471, 36 months,credit_card,Fully Paid,10000,12.88,336.37,MORTGAGE,113000,Source Verified,20061,76,27,4,10686.86
57792213,61544929, 36 months,credit_card,Fully Paid,11050,8.18,347.19,MORTGAGE,46000,Verified,15384,50.9,19,5,11811.09
65915944,70600719, 36 months,credit_card,Fully Paid,10000,7.26,309.97,RENT,50000,Not Verified,8676,36,9,2,10474.13
42743302,45740022, 36 months,credit_card,Charged Off,5600,11.53,184.75,MORTGAGE,25000,Not Verified,7197,45.8,18,6,2398.16
48645186,51893935, 36 months,credit_card,Fully Paid,18500,12.69,620.58,MORTGAGE,110000,Source Verified,15975,67.4,25,13,20478.33
41429458,44336187, 36 months,credit_card,Fully Paid,10500,7.89,328.5,RENT,61700,Source Verified,10178,71.2,19,2,11283.4
38495019,41288778, 36 months,credit_card,Fully Paid,17000,12.99,572.72,MORTGAGE,66000,Verified,17084,53.1,14,6,18115.7
46706175,49854008, 36 months,credit_card,Charged Off,24000,6.92,740.18,RENT,91000,Verified,31443,69,29,4,3691.67
41113178,43989093, 36 months,credit_card,Fully Paid,12000,9.17,382.55,RENT,102000,Not Verified,10887,26.2,24,3,13387.06
40017683,42862409, 36 months,credit_card,Charged Off,20000,7.49,622.04,MORTGAGE,115315,Source Verified,37060,33,53,7,2918.97
40355705,43220643, 36 months,credit_card,Fully Paid,10000,11.99,332.1,RENT,36480,Verified,5544,24.3,12,9,11022.33
46466777,49604522, 36 months,credit_card,Fully Paid,7475,13.99,255.45,RENT,60000,Source Verified,1630,14,42,5,8354.73
39660464,42484221, 36 months,credit_card,Charged Off,16000,12.99,539.03,RENT,50000,Source Verified,20198,75.9,45,6,8111.79
46651149,49798895, 36 months,credit_card,Fully Paid,6000,12.69,201.27,RENT,27000,Source Verified,5328,68.3,8,3,6830.790001
52076419,55536140, 36 months,credit_card,Fully Paid,12000,7.89,375.43,MORTGAGE,57000,Not Verified,9622,27,63,6,12412.68
61842688,66035417, 36 months,credit_card,Fully Paid,20000,8.18,628.39,MORTGAGE,100000,Source Verified,26569,75.5,16,3,20268.87
38292497,41076262, 36 months,credit_card,Fully Paid,29950,13.66,1018.69,OWN,60000,Verified,98875,91.3,7,0,30839
55918929,59580689, 36 months,credit_card,Fully Paid,14400,16.55,510.19,MORTGAGE,45000,Not Verified,14480,64.6,24,4,16021.36
59241234,63129015, 36 months,credit_card,Charged Off,10000,15.61,349.65,RENT,33500,Verified,4776,67.3,8,3,3142.23
40277655,43142389, 36 months,credit_card,Fully Paid,7000,8.67,221.53,RENT,20000,Verified,19132,45.2,28,4,7717.92
62195426,66392147, 36 months,credit_card,Fully Paid,9600,7.89,300.35,MORTGAGE,78000,Verified,5481,19.1,13,2,9807.72
52566284,56056003, 36 months,credit_card,Fully Paid,14400,13.33,487.49,RENT,80000,Verified,5882,50.7,8,5,15493.59
55200099,58770873, 36 months,credit_card,Fully Paid,26000,6.89,801.5,MORTGAGE,75000,Source Verified,28615,48.5,51,7,27062.98
65251135,69832847, 36 months,credit_card,Fully Paid,12000,9.17,382.55,MORTGAGE,40000,Not Verified,9802,23.8,37,11,12794.86
53282355,56902080, 36 months,credit_card,Charged Off,8175,12.29,272.67,RENT,18636,Source Verified,17307,88.3,17,2,3026.66
65394643,69981442, 36 months,credit_card,Fully Paid,10000,8.18,314.2,MORTGAGE,50000,Not Verified,9434,21.8,38,5,10669.69
46704697,49852497, 36 months,credit_card,Fully Paid,35000,9.99,1129.19,MORTGAGE,145000,Verified,38199,56.3,41,12,37663.45
41022550,43898476, 36 months,credit_card,Charged Off,21000,12.69,704.45,MORTGAGE,83200,Source Verified,39459,92.6,28,3,9880.67
66472850,71198630, 36 months,credit_card,Fully Paid,12000,11.99,398.52,RENT,53500,Source Verified,10930,35.6,7,3,12469.27
51005458,54395177, 36 months,credit_card,Fully Paid,5000,7.89,156.43,RENT,68000,Source Verified,3035,30,29,2,5112.25
48714624,51963354, 36 months,credit_card,Fully Paid,8000,7.89,250.29,RENT,65000,Source Verified,10794,45.9,14,5,8272.49
38514202,41307919, 36 months,credit_card,Fully Paid,10200,15.59,356.55,MORTGAGE,79000,Source Verified,1227,40.9,16,3,11426.08
44503670,47571419, 36 months,credit_card,Charged Off,3000,14.65,103.49,RENT,40000,Not Verified,8631,77.8,18,2,1518.61
66455750,71181561, 36 months,credit_card,Fully Paid,12000,5.32,361.38,RENT,70000,Not Verified,14239,15.1,65,8,12276.52
59461275,63394994, 36 months,credit_card,Charged Off,2500,11.53,82.48,MORTGAGE,72000,Verified,24685,32.3,62,8,585.76
57035155,60747897, 36 months,credit_card,Fully Paid,5000,9.17,159.4,OWN,25000,Not Verified,10182,40.3,16,3,5401.71
49925320,53294114, 36 months,credit_card,Fully Paid,25000,10.99,818.35,MORTGAGE,80000,Source Verified,51040,65.4,22,2,27472.1
46673022,49820803, 36 months,credit_card,Fully Paid,5600,10.99,183.32,MORTGAGE,47000,Not Verified,7325,44.4,20,5,6306.41
51828576,55258352, 36 months,credit_card,Charged Off,20000,7.89,625.72,RENT,55000,Source Verified,20061,52.4,38,2,6865.39
39562139,42385987, 36 months,credit_card,Fully Paid,20000,9.49,640.57,MORTGAGE,107000,Verified,18736,68.1,39,4,22262.02
65674970,70307747, 36 months,credit_card,Fully Paid,35000,6.89,1078.94,MORTGAGE,250000,Source Verified,33832,33.3,39,5,36683.41
38596697,41380503, 36 months,credit_card,Charged Off,9000,10.49,292.48,RENT,33000,Source Verified,7607,39,4,1,4966.92
66666535,71449291, 36 months,credit_card,Fully Paid,20000,13.67,680.36,RENT,50000,Verified,24763,27.4,41,17,21898.19
39750772,42574545, 36 months,credit_card,Fully Paid,12000,6.49,367.74,RENT,48600,Not Verified,13366,60.5,34,2,12955.82
68553403,73443136, 36 months,credit_card,Fully Paid,12000,5.32,361.38,RENT,151300,Not Verified,0,0,33,3,12156.32
54463880,58044606, 36 months,credit_card,Fully Paid,12000,7.26,371.96,MORTGAGE,50000,Source Verified,2381,8.7,32,7,12388.58
39610575,42434346, 36 months,credit_card,Charged Off,1400,15.99,49.22,RENT,41000,Not Verified,7181,32.4,11,5,737.06
51146583,54556334, 36 months,credit_card,Fully Paid,16000,5.32,481.84,MORTGAGE,106752,Not Verified,39797,68.6,17,1,16913.17
63918302,68349074, 36 months,credit_card,Fully Paid,24000,8.18,754.07,MORTGAGE,72000,Source Verified,29213,53.9,19,0,25374.22783
48765853,52014619, 36 months,credit_card,Fully Paid,8400,9.17,267.79,MORTGAGE,40000,Source Verified,7302,83,14,4,8706.1
42273808,45240556, 36 months,credit_card,Fully Paid,28000,9.99,903.35,RENT,95000,Source Verified,39256,69.4,26,3,31448.44001
64957835,69484574, 36 months,credit_card,Fully Paid,21000,8.38,661.76,MORTGAGE,70000,Not Verified,112292,69.3,24,7,22336.28001
39897568,42742295, 36 months,credit_card,Fully Paid,15000,9.49,480.43,RENT,52000,Verified,5260,21.5,27,12,15758.21
41450870,44377587, 36 months,credit_card,Charged Off,3600,11.53,118.77,RENT,72100,Not Verified,18185,64.7,24,1,1678.06
68475636,73365441, 36 months,credit_card,Fully Paid,13000,6.99,401.35,MORTGAGE,75000,Verified,12667,56.5,24,6,13598.77
40107557,42972286, 36 months,credit_card,Fully Paid,5900,12.99,198.77,RENT,36200,Verified,18500,101.1,10,3,5986.66
68506170,73395973, 36 months,credit_card,Fully Paid,30000,6.99,926.18,MORTGAGE,202000,Not Verified,30349,82.2,27,5,31106.1
62165672,66362405, 36 months,credit_card,Fully Paid,28000,9.99,903.35,MORTGAGE,110000,Not Verified,39363,77.2,32,5,28898.46001
59879495,63823213, 36 months,credit_card,Fully Paid,18000,6.89,554.89,RENT,105000,Verified,21175,46,22,2,18905.39
47018339,50227067, 36 months,credit_card,Fully Paid,35000,6.92,1079.42,OWN,320000,Verified,2865,2.3,34,5,35518.66
45304200,48401916, 36 months,credit_card,Fully Paid,30650,7.89,958.91,MORTGAGE,98000,Verified,30666,73.2,23,1,33210.66
38597803,41381641, 36 months,credit_card,Fully Paid,2200,6.49,67.42,RENT,71000,Not Verified,6819,17,47,7,2226.1
41820351,44767074, 36 months,credit_card,Charged Off,7200,12.29,240.15,RENT,20841.6,Verified,4418,55.2,14,8,3117.03
40573312,43438129, 36 months,credit_card,Fully Paid,28000,8.19,879.88,RENT,105000,Verified,36026,60.6,19,2,29914.47
64691667,69202396, 36 months,credit_card,Fully Paid,21000,8.18,659.81,RENT,150000,Source Verified,13786,56,33,1,22205.93
55151888,58722727, 36 months,credit_card,Fully Paid,22000,6.89,678.2,MORTGAGE,50000,Source Verified,21781,70.9,38,1,23536.78
38626693,41410506, 36 months,credit_card,Fully Paid,2600,11.44,85.67,MORTGAGE,50000,Not Verified,4737,48.3,13,3,2898.01
43044639,46041376, 36 months,credit_card,Fully Paid,7200,17.86,259.8,OWN,61000,Not Verified,51034,78.5,50,7,7850.67
62305356,66502074, 36 months,credit_card,Charged Off,9000,6.24,274.78,RENT,50000,Source Verified,7205,54.6,15,2,1367.66
43471352,46498135, 36 months,credit_card,Fully Paid,21000,10.99,687.42,MORTGAGE,82000,Verified,11470,65.5,22,1,23834.46
44056014,47072761, 36 months,credit_card,Fully Paid,15000,12.29,500.3,MORTGAGE,43000,Verified,11553,48.1,19,11,17169.20001
46536499,49674227, 36 months,credit_card,Charged Off,3650,12.69,122.44,OWN,41000,Not Verified,8656,40.9,29,4,624.63
44469431,47517156, 36 months,credit_card,Fully Paid,17200,6.68,528.58,MORTGAGE,97000,Not Verified,14740,49.8,21,5,17469.98
40207959,43072700, 36 months,credit_card,Fully Paid,35000,9.49,1120.99,MORTGAGE,182000,Not Verified,45978,57.3,40,3,39323.30001
55253701,58834616, 36 months,credit_card,Fully Paid,14050,17.86,506.96,RENT,37000,Source Verified,21306,50.4,13,5,16408.61
58682151,62522863, 36 months,credit_card,Fully Paid,6000,9.99,193.58,OWN,54000,Not Verified,10143,45.5,22,2,6369.6
38547658,41331503, 36 months,credit_card,Fully Paid,1500,11.99,49.82,RENT,50000,Not Verified,2504,62.6,17,4,1525.13
63917495,68348225, 36 months,credit_card,Charged Off,20000,5.32,602.3,MORTGAGE,60000,Not Verified,24692,56.8,23,2,710.48
53524457,57055192, 36 months,credit_card,Fully Paid,6000,5.32,180.69,MORTGAGE,125000,Not Verified,6384,7.2,21,5,6333.730001
61498420,65617140, 36 months,credit_card,Fully Paid,5000,8.18,157.1,MORTGAGE,31188,Verified,7046,29.5,20,6,5173.762236
39710936,42534724, 36 months,credit_card,Fully Paid,2000,11.44,65.9,MORTGAGE,45000,Verified,13822,88,29,2,2190.13
51686220,55105936, 36 months,credit_card,Fully Paid,27200,5.32,819.13,OWN,170000,Verified,66440,48.1,33,5,28511.31
46324257,49431973, 36 months,credit_card,Fully Paid,17300,6.39,529.37,MORTGAGE,100000,Not Verified,38830,80.1,24,1,18573.66
40876608,43742333, 36 months,credit_card,Fully Paid,9600,6.92,296.07,RENT,63000,Not Verified,17313,43.3,41,9,10362.51
43893228,46909964, 36 months,credit_card,Fully Paid,16000,6.92,493.45,OWN,73000,Not Verified,14551,85.6,33,4,17018.41
39439712,42243440, 36 months,credit_card,Fully Paid,17600,11.99,584.49,RENT,54000,Not Verified,14836,60.6,35,7,19120.87
42423908,45390653, 36 months,credit_card,Fully Paid,34000,11.53,1121.67,MORTGAGE,85000,Verified,33761,55.7,25,5,37109.27
39629958,42453703, 36 months,credit_card,Fully Paid,7000,10.49,227.49,RENT,55000,Source Verified,4826,56.1,20,2,7969.220001
39429163,42232876, 36 months,credit_card,Fully Paid,6000,15.99,210.92,RENT,130000,Source Verified,26321,93,14,3,6281.52
67458845,72270639, 36 months,credit_card,Fully Paid,9000,9.76,289.4,RENT,20000,Not Verified,8258,15,38,5,9467.23
60245976,64222718, 36 months,credit_card,Fully Paid,24000,9.17,765.1,MORTGAGE,114000,Not Verified,25961,62.6,16,7,25654.25
67676068,72529800, 36 months,credit_card,Charged Off,8000,6.89,246.62,MORTGAGE,124000,Not Verified,42909,77.7,44,10,1230.04
55320447,58922159, 36 months,credit_card,Fully Paid,7975,16.55,282.55,RENT,19000,Not Verified,26046,51.4,10,2,8621.16
65994225,70688940, 36 months,credit_card,Fully Paid,24000,5.32,722.76,MORTGAGE,100000,Not Verified,13135,29.9,5,0,24794.99
51008409,54398228, 36 months,credit_card,Fully Paid,5000,10.99,163.67,RENT,85000,Verified,6456,9.5,17,12,5383.11
43955768,46972507, 36 months,credit_card,Fully Paid,25000,6.92,771.02,MORTGAGE,130000,Source Verified,27604,48.7,35,6,25918.84
41550557,44487278, 36 months,credit_card,Fully Paid,3700,13.33,125.26,MORTGAGE,60000,Not Verified,10576,43.7,27,7,3738.37
38892355,41676079, 36 months,credit_card,Fully Paid,3500,12.99,117.92,RENT,35000,Not Verified,4481,72.3,24,5,3526.52
40492464,43357273, 36 months,credit_card,Fully Paid,20475,13.33,693.15,MORTGAGE,80000,Source Verified,47327,78.7,24,0,22072.19
40430209,43294925, 36 months,credit_card,Fully Paid,23050,12.99,776.54,MORTGAGE,55000,Source Verified,28324,65,43,6,25982.17
38447664,41231502, 36 months,credit_card,Fully Paid,20000,6.03,608.72,MORTGAGE,75000,Source Verified,22191,68.5,22,4,20795.86067
54425576,58006359, 36 months,credit_card,Fully Paid,7300,12.29,243.48,RENT,35360,Source Verified,18465,68.4,33,10,7708.62
41002891,43878787, 36 months,credit_card,Fully Paid,8400,16.55,297.61,MORTGAGE,44000,Not Verified,3392,30,24,4,8423.18
46546358,49684074, 36 months,credit_card,Charged Off,5000,9.17,159.4,RENT,40000,Source Verified,4559,69.1,22,6,2229.05
60536620,64557393, 36 months,credit_card,Fully Paid,20000,6.24,610.62,MORTGAGE,77000,Source Verified,19247,73.2,26,6,20944.44
63927222,68357939, 36 months,credit_card,Fully Paid,5600,9.99,180.67,RENT,58000,Source Verified,3034,66,24,3,5962.96
57165184,60867929, 36 months,credit_card,Fully Paid,10000,10.99,327.34,RENT,37000,Verified,12725,40.5,27,5,10937.77
46765811,49913639, 36 months,credit_card,Fully Paid,22900,7.89,716.45,OWN,100000,Source Verified,42489,97.7,27,4,24163.27
39947559,42792292, 36 months,credit_card,Fully Paid,12000,8.19,377.09,RENT,90000,Source Verified,8298,51.5,33,8,13278.13
55583834,59185559, 36 months,credit_card,Fully Paid,23550,16.55,834.36,RENT,75000,Source Verified,11722,88.8,23,5,26831.56
38331244,41114962, 36 months,credit_card,Charged Off,4750,13.66,161.57,RENT,16152,Verified,5436,53,19,6,2577.91
54167665,57708399, 36 months,credit_card,Fully Paid,27450,13.33,929.27,OWN,85000,Verified,23870,59.8,22,3,31239.45
46808172,49956107, 36 months,credit_card,Charged Off,9650,14.65,332.87,RENT,40000,Not Verified,18207,53.7,17,3,3312.99
59250491,63138254, 36 months,credit_card,Charged Off,28250,18.55,1029.12,MORTGAGE,114600,Verified,38792,88,48,7,8882.96
54503420,58064142, 36 months,credit_card,Fully Paid,15000,9.99,483.94,RENT,41000,Not Verified,13606,51.3,34,9,16322.24
40287922,43152669, 36 months,credit_card,Fully Paid,5000,9.49,160.15,RENT,90000,Not Verified,7754,26.9,15,7,5614.6
50054638,53413403, 36 months,credit_card,Fully Paid,5500,11.53,181.45,RENT,42000,Not Verified,8154,27.5,12,10,6182.48
43669667,46686396, 36 months,credit_card,Fully Paid,5000,13.33,169.27,MORTGAGE,68000,Verified,15290,76,38,6,5830.04
61762792,65932520, 36 months,credit_card,Fully Paid,10000,6.24,305.31,RENT,85000,Not Verified,6445,71.6,29,0,10564.9
39619764,42443491, 36 months,credit_card,Fully Paid,20000,8.19,628.49,MORTGAGE,85000,Verified,17676,23.5,26,6,22088.42
38537117,41320954, 36 months,credit_card,Fully Paid,18000,6.99,555.71,RENT,75000,Not Verified,25435,62.8,49,5,19282.92
39460426,42264203, 36 months,credit_card,Fully Paid,13200,6.49,404.51,RENT,117000,Not Verified,15900,34.4,34,4,13464.43
66572769,71298556, 36 months,credit_card,Fully Paid,6975,7.89,218.22,MORTGAGE,40000,Verified,26116,25,52,14,7124.51
46695932,49843788, 36 months,credit_card,Charged Off,28000,6.68,860.47,MORTGAGE,100000,Source Verified,28969,54,13,1,11175.72
55471134,59072846, 36 months,credit_card,Fully Paid,15000,6.89,462.41,MORTGAGE,145000,Not Verified,24287,75.9,31,7,15717.05
53392752,56872504, 36 months,credit_card,Fully Paid,15000,5.32,451.73,MORTGAGE,52096,Verified,16558,77.4,26,1,15368.23
40411399,43276167, 36 months,credit_card,Fully Paid,35000,8.67,1107.63,MORTGAGE,90670,Verified,40648,66.7,18,2,36421.21
38515387,41309176, 36 months,credit_card,Charged Off,12000,9.49,384.34,RENT,109000,Not Verified,16536,48.9,20,10,5368.11
56030036,59691827, 36 months,credit_card,Charged Off,25000,12.29,833.83,OWN,120000,Source Verified,43343,70.5,20,5,7566.55
64191366,68661101, 36 months,credit_card,Fully Paid,2200,9.17,70.14,MORTGAGE,75000,Source Verified,3685,19,36,7,2211.77
38480110,41274059, 36 months,credit_card,Fully Paid,16000,8.19,502.79,MORTGAGE,88000,Not Verified,18393,75.1,36,5,17388.64
40267128,43131841, 36 months,credit_card,Fully Paid,10000,6.99,308.73,RENT,32000,Not Verified,8693,91.5,7,1,10604.97
67327043,72128802, 36 months,credit_card,Fully Paid,10000,9.17,318.79,RENT,98000,Source Verified,6418,61.7,22,5,10689.28
41216235,44122954, 36 months,credit_card,Fully Paid,8000,9.17,255.04,MORTGAGE,120000,Source Verified,20921,38.6,52,13,8479.59
40920618,43796388, 36 months,credit_card,Fully Paid,35000,8.18,1099.69,MORTGAGE,137848,Verified,39257,22,58,6,35143.15
59553536,63487336, 36 months,credit_card,Charged Off,17000,8.18,534.14,MORTGAGE,72000,Not Verified,33211,75.7,40,9,2651.39
41079419,43955154, 36 months,credit_card,Fully Paid,10000,9.17,318.79,RENT,60000,Source Verified,8591,46.4,37,6,10858.51
43985671,47002395, 36 months,credit_card,Charged Off,20000,7.89,625.72,RENT,90613,Source Verified,24619,60,14,3,8400.17
47179182,50407899, 36 months,credit_card,Charged Off,20050,16.99,714.74,RENT,60000,Verified,26489,53,53,17,7128.48
43509596,46536321, 36 months,credit_card,Fully Paid,15000,10.99,491.01,RENT,34596,Verified,9733,52.3,29,6,15980.72
54503785,58064516, 36 months,credit_card,Charged Off,12000,14.65,413.94,RENT,56000,Verified,32284,100.9,17,7,4533.81
65334017,69920804, 36 months,credit_card,Fully Paid,4800,13.18,162.15,RENT,85000,Not Verified,7212,82,18,5,5083.65
55350158,58951871, 36 months,credit_card,Fully Paid,5850,12.69,196.24,RENT,27000,Not Verified,7469,78.6,11,3,6439.960003
55252508,58833386, 36 months,credit_card,Fully Paid,8000,7.89,250.29,RENT,40000,Verified,8957,13.1,41,15,8643.93
46886231,50064948, 36 months,credit_card,Charged Off,18550,13.99,633.91,MORTGAGE,59000,Not Verified,25665,37.9,36,4,7592.5
39168127,41951840, 36 months,credit_card,Fully Paid,11400,13.66,387.75,RENT,37000,Not Verified,12253,18.6,24,7,13483.27
49953291,53322011, 36 months,credit_card,Fully Paid,6000,7.26,185.98,MORTGAGE,35000,Source Verified,6883,60.4,38,2,6052.76
51859001,55288787, 36 months,credit_card,Fully Paid,10000,7.26,309.97,RENT,110000,Verified,3879,0,19,4,10215.69
46620562,49768289, 36 months,credit_card,Fully Paid,8000,12.29,266.83,OWN,35000,Source Verified,5999,73.2,10,3,8963.81
39689526,42513250, 36 months,credit_card,Charged Off,20000,9.49,640.57,RENT,54000,Verified,10057,68,40,12,619.48
52566119,56055831, 36 months,credit_card,Fully Paid,30000,7.26,929.89,OWN,250000,Not Verified,7638,11.2,19,4,32321.86
51356820,54766545, 36 months,credit_card,Fully Paid,20000,8.18,628.39,MORTGAGE,65000,Verified,19351,93.9,25,5,20663.34
49993944,53352701, 36 months,credit_card,Fully Paid,8000,5.32,240.92,MORTGAGE,54000,Not Verified,10790,43,21,2,8460.17
40960250,43836041, 36 months,credit_card,Charged Off,11000,15.61,384.62,MORTGAGE,180000,Source Verified,15767,48.2,47,8,4147.42
38699516,41484338, 36 months,credit_card,Fully Paid,3775,11.99,125.37,MORTGAGE,22000,Not Verified,13474,86.4,22,3,4295.630001
46744167,49891945, 36 months,credit_card,Charged Off,20000,6.68,614.62,OWN,47000,Source Verified,13240,46,35,5,8597.26
38078608,40841356, 36 months,credit_card,Fully Paid,8000,14.99,277.29,MORTGAGE,48500,Source Verified,7725,53.3,20,8,9166.83
60657279,64678069, 36 months,credit_card,Fully Paid,8400,11.53,277.12,MORTGAGE,74000,Verified,27056,73.9,29,4,9085.070002
43639241,46655958, 36 months,credit_card,Fully Paid,24000,6.92,740.18,MORTGAGE,110000,Verified,36276,76.4,22,2,25948.76
44055313,47072035, 36 months,credit_card,Charged Off,11000,13.33,372.39,RENT,41000,Verified,13289,78,20,7,3707.61
44985995,48063751, 36 months,credit_card,Charged Off,35000,13.33,1184.86,MORTGAGE,87500,Verified,35725,82.7,47,7,9595.51
66230408,70955128, 36 months,credit_card,Charged Off,25300,15.41,882.13,RENT,55000,Not Verified,36273,42,65,11,3838.34
51856431,55286147, 36 months,credit_card,Charged Off,20000,9.99,645.25,MORTGAGE,104000,Verified,14137,100.3,23,3,3146.54
57872845,61625578, 36 months,credit_card,Fully Paid,29850,11.53,984.76,MORTGAGE,92000,Verified,16272,65.1,22,7,30932.91
